,股票简称,所属同花顺行业,最新涨跌幅,所属概念
98,华数传媒,传媒-传媒-有线电视网络,1.276,大数据;智能电视;网络电视;融资融券;深股通;转融券标的;虚拟现实;物联网应用层;文化传媒;物联网;三网融合;超清视频;标普道琼斯A股;杭州亚运会;智慧城市;5G;数字经济;地方国企改革;浙江国企改革;国企改革;乡村振兴
99,南方传媒,传媒-传媒-出版,1.262,文化传媒;平面媒体;融资融券;转融券标的;数字阅读;地方国企改革;国企改革;参股银行
100,生益科技,电子-半导体及元件-印制电路板,1.224,电子书;液态金属;元器件;融资融券;沪股通;转融券标的;覆铜板概念;5G;富时罗素概念;富时罗素概念股;危废处理;MSCI概念;标普道琼斯A股;华为概念;PCB概念;汽车电子;MiniLED;先进封装（Chiplet）;雷达;毫米波雷达
101,创业慧康,计算机-计算机应用-软件开发,1.188,参股保险;深股通;蚂蚁金服概念;物联网;大数据;融资融券;区块链;转融券标的;网易概念;富时罗素概念;富时罗素概念股;国产软件;养老概念;DRG/DIP;家庭医生;互联网医疗;方舱医院;信创
102,紫光股份,计算机-计算机应用-IT服务,1.184,IPV6;TMT;智能路由器;融资租赁;人工智能;国产替代;智能交通;超级计算机;参股新三板;癌症定量检测;电子信息;电子书;融资融券;AI芯片;深股通;5G主设备;转融券标的;物联网平台层;物联网;大数据;态势感知;富时罗素概念;富时罗素概念股;网络切片;标普道琼斯A股;紫光系;国产操作系统;机器人概念;芯片概念;网络安全;WiFi 6;东数西算（算力）;国资云;5G;MSCI概念;云计算;养老金持股;冬奥会;共封装光学（CPO）
103,易点天下,传媒-传媒-广告营销,1.14,华为概念;大数据;转融券标的;新股与次新股;注册制次新股;融资融券;阿里巴巴概念;抖音概念;人民币贬值受益;快手概念;独角兽概念;facebook概念;小米概念;跨境电商;跨境支付（CIPS）;AIGC概念;人工智能;机器人概念;云计算;深股通
104,新媒股份,传媒-传媒-有线电视网络,1.04,融资融券;深股通;转融券标的;富时罗素概念;富时罗素概念股;腾讯概念;华为概念;超清视频;知识产权保护;文化传媒;互联网彩票;人工智能;小米概念;NFT概念;广东国企改革;国企改革
105,佰维存储,电子-半导体及元件-集成电路设计,0.979,转融券标的;先进封装（Chiplet）;科创次新股;国家大基金持股;芯片概念;新股与次新股;融资融券;数据存储;信创;专精特新;汽车芯片;消费电子概念;数据中心
106,大丰实业,机械设备-专用设备-其他专用设备,0.888,体育产业;文化传媒;虚拟现实;元宇宙;新基建;杭州亚运会;轨道交通;冬奥会;雄安新区;沪股通
107,航天信息,计算机-计算机应用-IT服务,0.816,人脸识别;征信;两会;电子信息;智慧城市;人工智能;指纹技术;电子标签;食品安全;融资融券;腾讯概念;区块链底层;航天系;转融券标的;大数据;物联网平台层;物联网;网络安全;军工;ETC;新零售;国产软件;区块链;移动支付;金融科技;芯片概念;富时罗素概念;蚂蚁金服概念;富时罗素概念股;二维码识别;电子发票;金融IC;标普道琼斯A股;智慧政务;数字货币;电子身份证;MSCI概念;信创;证金持股;地方国企改革;央企国企改革;国企改革;沪股通
108,福晶科技,电子-光学光电子-光学元件,0.733,深紫外光;量子霍尔;激光;融资融券;中科院系;转融券标的;激光器;深股通;华为概念;虚拟现实;元器件;无人驾驶;央企国企改革;国企改革
109,神州信息,计算机-计算机应用-IT服务,0.676,深股通;京东金融概念;大数据;云计算;国产软件;华为概念;人工智能;数字乡村;融资融券;边缘计算;区块链;转融券标的;富时罗素概念;富时罗素概念股;金融科技;量子科技;标普道琼斯A股;数字中国;数字货币;网络安全;物联网;跨境支付（CIPS）;华为鲲鹏;智慧城市;信创;ERP概念
110,京东方A,电子-光学光电子-面板,0.673,国开行;物联网;智能终端;裸眼3D;智能医疗;智能电视;民营医院;融资融券;健康中国;深股通;转融券标的;小米概念;物联网应用层;全面屏;医疗器械概念;集成电路概念;OLED;华为概念;柔性屏;超清视频;互联网医疗;屏下指纹技术;新零售;富时罗素概念;芯片概念;富时罗素概念股;智能穿戴;标普道琼斯A股;MiniLED;苹果概念;同花顺漂亮100;指纹技术;虚拟现实;人工智能;触摸屏;电子纸;MSCI概念;联想概念;北京国企改革;地方国企改革;国企改革
111,青木股份,商贸零售-互联网电商-互联网电商Ⅲ,0.613,电子商务;阿里巴巴概念;融资融券;数字营销;抖音概念;转融券标的;网络直播;跨境电商;宠物经济;三胎概念;人工智能
112,通源环境,环保-环保-固废治理,0.454,融资融券;转融券标的;固废处理
113,中科软,计算机-计算机应用-软件开发,0.442,国产软件;区块链;华为概念;网络安全;中科院系;互联网医疗;云计算;大数据;沪股通;金融科技;MSCI概念;人工智能;数字货币;鸿蒙概念;华为鲲鹏;融资融券;转融券标的;央企国企改革;中字头股票;国企改革
114,广电运通,计算机-计算机设备-计算机设备Ⅲ,0.335,国产替代;TMT;ATM机;铁路基建;新版人民币;大数据;融资融券;安防;人工智能;深股通;转融券标的;智能交通;区块链;人脸识别;边缘计算;分拆上市意愿;数据中心;金融科技;创投;富时罗素概念;富时罗素概念股;金融IC;数字货币;MSCI概念;标普道琼斯A股;华为概念;智慧政务;东数西算（算力）;国资云;华为鲲鹏;轨道交通;机器视觉;信创;web3.0;地方国企改革;广东国企改革;国企改革;数据确权;数据交易中心
115,东方材料,基础化工-化学制品-涂料油墨,0.306,石墨烯;股权转让;沪股通
116,天邑股份,通信-通信设备-通信终端及配件,0.247,物联网传输层;物联网;5G;边缘计算;华为概念;富时罗素概念;富时罗素概念股;超清视频;VR设备;虚拟现实;WiFi 6;F5G概念
117,城市传媒,传媒-传媒-出版,0.128,融资融券;网络直播;独角兽概念;转融券标的;VR平台;京东概念;虚拟现实;文化传媒;在线教育;地方国企改革;山东国企改革;国企改革
118,中视传媒,传媒-传媒-影视院线,0.092,数字电视;网络视频;网络电视;TMT;动漫;新媒体;三网融合;融资融券;转融券标的;文化传媒;广播电视;超清视频;旅游;影视娱乐;虚拟数字人;央企国企改革;中字头股票;国企改革
119,中科信息,计算机-计算机应用-IT服务,0.041,大数据;智能医疗;区块链;密码安全管理;中科院系;烟草;医疗器械概念;华为概念;新型烟草;军工;智慧政务;华为鲲鹏;智能制造;数据中心;智慧城市;数字经济;人脸识别;云计算;人工智能;网络安全;数据安全;图像识别;国产软件;机器视觉;物联网;比亚迪概念;人脑工程;脑科学;信创;机器人概念;中字头股票;数字中国;央企国企改革;国企改革
120,皖新传媒,传媒-传媒-出版,0.0,文化传媒;供应链金融;在线教育;创投;融资融券;平面媒体;转融券标的;动漫;ETC;网络游戏;新零售;富时罗素概念;富时罗素概念股;标普道琼斯A股;独角兽概念;智能物流;REITs概念;证金持股;地方国企改革;安徽国企改革;国企改革;沪股通
121,依顿电子,电子-半导体及元件-印制电路板,-0.13,汽车电子;5G;融资融券;人民币贬值受益;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;华为概念;苹果概念;光伏概念;证金持股;地方国企改革;国企改革;年报预增;沪股通;PCB概念
122,山东出版,传媒-传媒-出版,-0.131,平面媒体;沪股通;富时罗素概念;富时罗素概念股;文化传媒;标普道琼斯A股;融资融券;转融券标的;地方国企改革;国企改革
123,老凤祥,轻工制造-家用轻工-饰品,-0.15,黄金租赁;象牙加工销售;奢侈品;老字号;融资融券;沪股通;转融券标的;小金属概念;黄金概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;白银;上海国企改革;地方国企改革;国企改革
124,唐源电气,计算机-计算机设备-计算机设备Ⅲ,-0.154,一带一路;轨道交通;高铁
125,龙芯中科,电子-半导体及元件-集成电路设计,-0.193,融资融券;转融券标的;科创次新股;芯片概念;新股与次新股;国家大基金持股;汽车芯片;MCU芯片;信创
126,新致软件,计算机-计算机应用-软件开发,-0.287,融资融券;转融券标的;金融科技;区块链;跨境支付（CIPS）;大数据;云计算;人工智能;新能源汽车;国产软件;机器人概念;信创;华为鲲鹏;web3.0;数据确权;ChatGPT概念
127,烽火通信,通信-通信设备-通信网络设备及器件,-0.402,东湖高新园区;太空望远镜;IPV6;三网融合;宽带中国;光纤;电子信息;武汉光谷;专网通信;融资融券;沪股通;5G主设备;光纤光缆;转融券标的;大数据;5G;网络安全;富时罗素概念;富时罗素概念股;网络切片;黑洞概念;芯片概念;MSCI概念;标普道琼斯A股;参股基金;云计算;地方国企改革;央企国企改革;国企改革;6G概念
128,新诺威,医药生物-化学制药-原料药,-0.416,保健品;深股通;维生素;转融券标的;年报预增;融资融券
129,海康威视,计算机-计算机设备-计算机设备Ⅲ,-0.446,反恐;国开行;云计算;央视财经50;汽车电子;机器人概念;智能终端;安防;工业4.0;智能交通;边缘计算;融资融券;深股通;转融券标的;工业机器人;人工智能;AI芯片;大数据;智慧城市;人脸识别;超清视频;物联网;足球概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;同花顺漂亮100;分拆上市意愿;杭州亚运会;图像识别;MSCI概念;机器视觉;中国电科系;证金持股;地方国企改革;央企国企改革;国企改革
130,源杰科技,电子-半导体及元件-集成电路设计,-0.61,转融券标的;芯片概念;新股与次新股;科创次新股;融资融券
131,卓创资讯,传媒-传媒-数字媒体,-0.775,融资融券;转融券标的;互联网金融;大数据;注册制次新股;新股与次新股
132,普元信息,计算机-计算机应用-软件开发,-0.796,融资融券;云计算;国产软件;大数据;转融券标的;金融科技;华为鲲鹏;信创
133,航天电子,国防军工-国防军工-航天装备,-0.84,大容量通信;月球车;军民融合;融资融券;卫星导航;沪股通;航天系;航空航天;转融券标的;太赫兹;军工;集成电路概念;雷达;特高压;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;量子科技;无人机;芯片概念;太空经济;地方国企改革;央企国企改革;国企改革
134,生益电子,电子-半导体及元件-印制电路板,-1.571,融资融券;转融券标的;5G;汽车电子;华为概念
135,视源股份,电子-消费电子-品牌消费电子,-1.864,智能家居;智能穿戴;人工智能;在线教育;深股通;超清视频;云办公;MSCI概念;富时罗素概念;转融券标的;融资融券;富时罗素概念股;标普道琼斯A股;小米概念
136,卫宁健康,计算机-计算机应用-软件开发,-2.553,互联网保险;深股通;国产软件;智慧城市;转融券标的;医保目录;互联网医疗;人工智能;健康中国;智能医疗;区块链;医学影像;富时罗素概念;富时罗素概念股;蚂蚁金服概念;DRG/DIP;家庭医生;MSCI概念;融资融券
137,安博通,计算机-计算机应用-软件开发,-2.88,融资融券;转融券标的;华为概念;网络安全;国产操作系统;专精特新;换电概念;数据安全;信创
138,博思软件,计算机-计算机应用-软件开发,-2.962,票交所;智慧城市;国产软件;区块链;腾讯概念;深股通;电子发票;数字中国;供应链金融;数字乡村;数字经济;智慧政务;数字货币;养老金持股
139,芯原股份,电子-半导体及元件-集成电路设计,-3.28,融资融券;转融券标的;芯片概念;集成电路概念;人工智能;数字货币;国家大基金持股;上海自贸区;facebook概念;汽车芯片;先进封装（Chiplet）;年报预增;沪股通;AI芯片
140,山大地纬,计算机-计算机应用-软件开发,-3.434,融资融券;转融券标的;互联网医疗;国产软件;区块链应用;区块链;高校;华为概念;DRG/DIP;智慧政务;数据确权;人工智能
141,通化东宝,医药生物-生物制品-其他生物制品,-3.472,健康中国;振兴东北;生物医药;融资融券;转融券标的;胰岛素;医保目录;互联网医疗;富时罗素概念;富时罗素概念股;标普道琼斯A股;中医药;MSCI概念;创新药;沪股通
142,嘉和美康,计算机-计算机应用-软件开发,-3.757,阿里巴巴概念;DRG/DIP;互联网医疗;数据中心;大数据;人工智能;融资融券;数字经济;转融券标的
143,华力创通,国防军工-国防军工-军工电子,-4.248,军民融合;增强现实;遥感技术;车联网;虚拟现实;卫星导航;轨道交通;芯片概念;雷达;军工;独角兽概念;数字孪生;态势感知;无人驾驶;创投;无人机;网络安全;农机;大飞机;成飞概念;时空大数据;毫米波雷达;6G概念
144,润达医疗,医药生物-医药商业-医药商业Ⅲ,-5.728,生物医药;沪股通;医疗器械概念;互联网医疗;融资融券;转融券标的;富时罗素概念;富时罗素概念股;标普道琼斯A股;体外诊断;新冠检测;股权转让;幽门螺杆菌概念;猴痘概念;地方国企改革;国企改革;浙江国企改革;人工智能
